LOCID,LAT,LON,STATE_CODE,ZIPCODE,DIST,FUND_TYPE,NAICS_CODE,RECIPIENT,ACTION_DATE,START_DATE,END_DATE,PERMALINK,FED_ATION_OBL,CURRENT_TOTAL_VALUE,SUBAGENCY,DESCRIPTION
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,STERLING COMPUTERS CORPORATION,9/27/23,9/27/23,10/2/23,https://www.usaspending.gov/award/CONT_AWD_89243123FSC400604_8900_NNG15SC49B_8000/,306430.0,306430.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20120,4.06,contract,,PARSONS GOVERNMENT SERVICES INC.,9/27/23,8/15/23,8/14/28,https://www.usaspending.gov/award/CONT_AWD_89233123FNA000109_8900_89233222ANA000004_8900/,52797.82,6127539.69,Department of Energy,ENGINEERING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20120,4.06,contract,,PARSONS GOVERNMENT SERVICES INC.,9/27/23,8/15/23,8/14/28,https://www.usaspending.gov/award/CONT_AWD_89233123FNA000109_8900_89233222ANA000004_8900/,55011.58,6127539.69,Department of Energy,ENGINEERING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20874,25.16,contract,,ACTIONET INC,9/27/23,4/3/12,7/12/19,https://www.usaspending.gov/award/CONT_AWD_DEDT0003376_8900_GS06F0594Z_4730/,-977938.66,1449814270.0,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22042,16.47,contract,,GUIDEHOUSE INC.,9/27/23,11/30/21,11/30/24,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400262_8900_GS00F045DA_4732/,0.0,141993500.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Casper, WY Metro Area",42.977645,-106.768219,SD,82637,48.64,contract,,CIVIL DESIGN & ENGINEERING INC,9/27/23,8/11/21,9/27/23,https://www.usaspending.gov/award/CONT_AWD_89503221FWA000077_8900_89503421AWA000006_8900/,-81320.5,34671.6,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80112,9.74,contract,,"FOUR RIVERS NUCLEAR PARTNERSHIP, LLC",9/27/23,4/22/22,7/28/23,https://www.usaspending.gov/award/CONT_AWD_89303122FEM400178_8900_DEEM0004895_8900/,175000.0,5614726.0,Department of Energy,REMEDIATION SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",9/27/23,8/16/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400037_8900_89303320DEM000030_8900/,0.0,1779400635.0,Department of Energy,REMEDIATION SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",9/27/23,8/16/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400037_8900_89303320DEM000030_8900/,200000.0,1779400635.0,Department of Energy,REMEDIATION SERVICES
"Hartford-East Hartford-Middletown, CT Metro Area",41.71865,-72.573919,SD,06457,12.79,contract,,REGAN TECHNOLOGIES CORP,9/27/23,9/27/23,9/29/24,https://www.usaspending.gov/award/CONT_AWD_89303023PIG000113_8900_-NONE-_-NONE-/,19262.64,19262.64,Department of Energy,HARDWARE RETAILERS
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,MALVERN PANALYTICAL INC,9/27/23,6/25/20,6/30/23,https://www.usaspending.gov/award/CONT_AWD_89243320PFE000326_8900_-NONE-_-NONE-/,0.0,208722.21,Department of Energy,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,"MECA CONSULTING, INC.",9/27/23,9/27/23,9/27/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA400138_8900_GS10F0229U_4730/,40000.0,40000.0,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Madison, WI Metro Area",43.083846,-89.597745,SD,53562,3.53,contract,,STANDARD IMAGING INC.,9/27/23,9/27/23,12/26/23,https://www.usaspending.gov/award/CONT_AWD_89243223PEM000020_8900_-NONE-_-NONE-/,31871.16,31871.16,Department of Energy,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94621,3.85,contract,,CHENEGA RELIABLE SERVICES LLC,9/27/23,11/1/22,10/31/27,https://www.usaspending.gov/award/CONT_AWD_89233122CNA000254_8900_-NONE-_-NONE-/,0.0,5206643.26,Department of Energy,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87110,6.86,contract,,SIGMA SCIENCE INC,9/27/23,5/22/23,5/21/28,https://www.usaspending.gov/award/CONT_AWD_89243223FNE400099_8900_89243222DNE000002_8900/,62292.0,124584.0,Department of Energy,ENGINEERING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,ALLIANCE FOR SUSTAINABLE ENERGY LLC,9/27/23,7/29/08,9/30/28,https://www.usaspending.gov/award/CONT_AWD_DEAC3608GO28308_8900_-NONE-_-NONE-/,18680309.63,13300000000.0,Agency for International Development,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,STERLING COMPUTERS CORPORATION,9/27/23,9/27/23,10/11/23,https://www.usaspending.gov/award/CONT_AWD_89243123FSC400602_8900_NNG15SC49B_8000/,324526.75,324526.75,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15236,9.75,contract,,PEOPLES NATURAL GAS COMPANY LLC,9/27/23,10/1/23,9/30/25,https://www.usaspending.gov/award/CONT_AWD_89243323CFE000082_8900_-NONE-_-NONE-/,285000.0,700000.0,Department of Energy,NATURAL GAS DISTRIBUTION
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",34.358748,-119.133145,SD,93063,25.75,contract,,"TEKPRO SUPPORT SERVICES, LLC",9/27/23,9/21/20,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303320FEM400185_8900_89303320DEM000034_8900/,-8000.0,673805.8,Department of Energy,ALL OTHER BUSINESS SUPPORT SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,WYANDOTTE TECHNOLOGIES,9/27/23,5/1/21,4/30/24,https://www.usaspending.gov/award/CONT_AWD_89243121CSC000092_8900_-NONE-_-NONE-/,40655.13,10657982.24,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,WASHINGTON RIVER PROTECTION SOLUTIONS LLC,9/27/23,6/20/08,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DEAC2708RV14800_8900_-NONE-_-NONE-/,0.0,10054480472.0,Department of Energy,HAZARDOUS WASTE TREATMENT AND DISPOSAL
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,WASHINGTON RIVER PROTECTION SOLUTIONS LLC,9/27/23,6/20/08,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DEAC2708RV14800_8900_-NONE-_-NONE-/,5480000.0,10054480472.0,Department of Energy,HAZARDOUS WASTE TREATMENT AND DISPOSAL
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26501,14.62,contract,,"MAXIMUS FEDERAL CONSULTING, LLC",9/27/23,8/1/23,4/30/24,https://www.usaspending.gov/award/CONT_AWD_89243323FFE400466_8900_HHSN316201200117W_7529/,410700.0,18321524.0,Department of Energy,COMPUTER SYSTEMS DESIGN SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,POTOMAC-HUDSON ENGINEERING INC,9/27/23,10/1/21,6/30/23,https://www.usaspending.gov/award/CONT_AWD_89243321FFE400335_8900_47QRAA18D0074_4732/,0.0,767628.0,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC",9/27/23,11/15/96,1/20/23,https://www.usaspending.gov/award/CONT_AWD_DEAC0697RL13184_8900_-NONE-_-NONE-/,-111155.28,161530799.4,Department of Energy,STEAM AND AIR-CONDITIONING SUPPLY
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"EAST TENNESSEE MECHANICAL CONTRACTORS, INC.",9/27/23,5/4/23,8/23/23,https://www.usaspending.gov/award/CONT_AWD_89243123FSC400525_8900_89243118DSC000001_8900/,-18954.0,3385.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Idaho Falls, ID Metro Area",43.620423,-112.420919,SD,83402,13.64,contract,,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,9/27/23,10/1/19,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89243219FNE400039_8900_DENE0008516_8900/,23334.74,985771.2,Department of Energy,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60527,7.62,contract,,BGRS RELOCATION INC.,9/27/23,9/19/23,10/31/26,https://www.usaspending.gov/award/CONT_AWD_89303023FNA000135_8900_89303018ACF000008_8900/,0.0,72750.0,Department of Energy,OTHER ACTIVITIES RELATED TO REAL ESTATE
"Manhattan, KS Metro Area",39.268424,-96.562242,SD,66508,40.95,contract,,"LANDOLL COMPANY, LLC",9/27/23,7/21/22,5/17/23,https://www.usaspending.gov/award/CONT_AWD_89503222PWA000365_8900_-NONE-_-NONE-/,0.0,99857.15,Department of Energy,TRUCK TRAILER MANUFACTURING
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"EMP2, INC.",9/27/23,8/7/19,8/6/20,https://www.usaspending.gov/award/CONT_AWD_89243419PEE000018_8900_-NONE-_-NONE-/,0.0,11048.84,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",40.77493,-73.873758,SD,07102,15.97,contract,,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",9/27/23,7/28/22,8/26/22,https://www.usaspending.gov/award/CONT_AWD_89243222PEM000013_8900_-NONE-_-NONE-/,-7815.98,60000.0,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Huntington-Ashland, WV-KY-OH Metro Area",38.406577,-82.542646,SD,45661,53.64,contract,,FLUOR-BWXT PORTSMOUTH LLC,9/27/23,8/16/10,1/31/24,https://www.usaspending.gov/award/CONT_AWD_DEAC3010CC40017_8900_-NONE-_-NONE-/,0.0,5298055240.0,Department of Energy,REMEDIATION SERVICES
"Cheyenne, WY Metro Area",41.29283,-104.660395,SD,69341,59.49,contract,,"AMERICAN CONTRACTING, LLC",9/27/23,9/27/23,7/3/24,https://www.usaspending.gov/award/CONT_AWD_89503223CWA000091_8900_-NONE-_-NONE-/,705228.38,705228.38,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,"WHITE BEAR CONSTRUCTION, INC.",9/27/23,9/19/22,12/31/23,https://www.usaspending.gov/award/CONT_AWD_89503322CWA000028_8900_-NONE-_-NONE-/,0.0,783605.11,Department of Energy,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION"
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80022,30.02,contract,,COOK & COOK INC,9/27/23,12/16/22,6/30/23,https://www.usaspending.gov/award/CONT_AWD_89503023PWA000386_8900_-NONE-_-NONE-/,0.0,36342.0,Department of Energy,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"GOLDEN SVCS, L.L.C.",9/27/23,7/23/18,4/30/24,https://www.usaspending.gov/award/CONT_AWD_89243118CSC000013_8900_-NONE-_-NONE-/,1886223.6,66402556.48,Department of Energy,SECURITY GUARDS AND PATROL SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"AMERICAN WORDATA, INC.",9/27/23,3/10/22,3/25/22,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400388_8900_NNG15SC62B_8000/,0.0,107825.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94305,25.16,contract,,THE LELAND STANFORD JUNIOR UNIVERSITY,9/27/23,1/25/81,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0276SF00515_8900_-NONE-_-NONE-/,133685.79,12970000000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Hagerstown-Martinsburg, MD-WV Metro Area",39.554433,-77.984594,SD,25414,22.5,contract,,TI VERBATIM CONSULTING INC.,9/27/23,10/1/23,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303323FLM400010_8900_89303323DLM000002_8900/,519835.68,525600.0,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20148,13.72,contract,,THE BUILDING PEOPLE LLC,9/27/23,9/27/23,12/17/23,https://www.usaspending.gov/award/CONT_AWD_89243423FEE400350_8900_89243423DEE000007_8900/,17013.0,17013.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Huntington-Ashland, WV-KY-OH Metro Area",38.406577,-82.542646,SD,45661,53.64,contract,,"MID-AMERICA CONVERSION SERVICES, LLC",9/27/23,9/29/16,1/31/24,https://www.usaspending.gov/award/CONT_AWD_DEEM0004559_8900_-NONE-_-NONE-/,0.0,826710513.2,Department of Energy,OTHER BASIC INORGANIC CHEMICAL MANUFACTURING
"Fort Collins, CO Metro Area",40.658093,-105.486764,SD,80538,14.93,contract,,"DTN, LLC",9/27/23,11/1/23,10/31/24,https://www.usaspending.gov/award/CONT_AWD_89503023PWA000428_8900_-NONE-_-NONE-/,30497.82,46381.0,Department of Energy,SOFTWARE PUBLISHERS
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,RED RIVER TECHNOLOGY LLC,9/27/23,10/1/23,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89243323FFE400524_8900_NNG15SC46B_8000/,73788.0,73788.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Houston-The Woodlands-Sugar Land, TX Metro Area",29.749593,-95.353642,SD,77449,23.63,contract,,"DNV GL USA, INC.",9/26/23,9/26/23,8/30/25,https://www.usaspending.gov/award/CONT_AWD_89303023CLP000063_8900_-NONE-_-NONE-/,935530.0,935530.0,Department of Energy,ENGINEERING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"STREET LEGAL INDUSTRIES, INC",9/26/23,11/2/20,5/1/22,https://www.usaspending.gov/award/CONT_AWD_89304021FEM400071_8900_89304019DEM000009_8900/,-20901.66,403643.34,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",26.101828,-80.478755,SD,33009,22.24,contract,,MVA POWER USA INC,9/26/23,9/26/23,12/22/23,https://www.usaspending.gov/award/CONT_AWD_89503223PWA000439_8900_-NONE-_-NONE-/,17400.0,17400.0,Department of Energy,"OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING"
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29803,16.23,contract,,"BATTELLE SAVANNAH RIVER ALLIANCE, LLC",9/26/23,2/16/21,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303321CEM000080_8900_-NONE-_-NONE-/,50000.0,1900000000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29803,16.23,contract,,"BATTELLE SAVANNAH RIVER ALLIANCE, LLC",9/26/23,2/16/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303321CEM000080_8900_-NONE-_-NONE-/,0.0,1900000000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20774,31.81,contract,,STRATIVIA LLC,9/26/23,9/25/19,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89303019CMA000035_8900_-NONE-_-NONE-/,397159.0,3804011.0,Department of Energy,DOCUMENT PREPARATION SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,OPEN SYSTEMS INTERNATIONAL INC,9/26/23,9/26/23,12/31/24,https://www.usaspending.gov/award/CONT_AWD_89503023PWA000422_8900_-NONE-_-NONE-/,155540.8,194426.0,Department of Energy,CUSTOM COMPUTER PROGRAMMING SERVICES
"Hot Springs, AR Metro Area",34.578852,-93.146932,SD,72834,40.91,contract,,EAST COAST POWERLINE LLC,9/26/23,9/26/23,9/20/24,https://www.usaspending.gov/award/CONT_AWD_89503623CSW000066_8900_-NONE-_-NONE-/,15063374.25,15830126.21,Department of Energy,POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION
"Syracuse, NY Metro Area",43.006516,-76.196134,SD,13057,10.37,contract,,"INFICON, INC.",9/26/23,7/8/22,8/7/22,https://www.usaspending.gov/award/CONT_AWD_89243322PFE000558_8900_-NONE-_-NONE-/,0.0,31140.0,Department of Energy,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING
"Las Vegas-Henderson-Paradise, NV Metro Area",36.21413,-115.014398,SD,89005,17.36,contract,,"TLI CONSTRUCTION, INC.",9/26/23,9/26/23,3/14/24,https://www.usaspending.gov/award/CONT_AWD_89503123CWA000087_8900_-NONE-_-NONE-/,754228.0,754228.0,Department of Energy,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"BOOTH MANAGEMENT CONSULTING, LLC",9/26/23,10/1/18,11/30/23,https://www.usaspending.gov/award/CONT_AWD_89303918FEM000057_8900_89303918AEM000004_8900/,9536.0,380602.4,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Seattle-Tacoma-Bellevue, WA Metro Area",47.490552,-121.833977,SD,98001,23.74,contract,,"DOYON TECHNICAL SERVICES, LLC",9/26/23,9/26/23,8/1/24,https://www.usaspending.gov/award/CONT_AWD_89503223PWA000434_8900_-NONE-_-NONE-/,2784160.22,5933392.31,Department of Energy,FABRICATED STRUCTURAL METAL MANUFACTURING
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",36.804408,-76.449526,SD,23452,20.03,contract,,"ATLANTIC DIVING SUPPLY, INC.",9/26/23,9/26/23,4/23/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA400131_8900_47QSMA19D08Q1_4732/,93477.54,93477.54,Department of Energy,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,SOFTWARE INFORMATION RESOURCE CORP.,9/26/23,2/17/22,2/17/22,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400380_8900_NNG15SD74B_8000/,0.0,194591.1,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CORPORATE ALLOCATION SERVICES INC,9/26/23,10/1/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM000132_8900_89303918AEM000006_8900/,0.0,119340.4,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Sioux Falls, SD Metro Area",43.49542,-96.995339,SD,57201,99.63,contract,,ADDISON CONSTRUCTION CO,9/26/23,9/8/20,10/13/23,https://www.usaspending.gov/award/CONT_AWD_89503420CWA000042_8900_-NONE-_-NONE-/,-13818.0,1254984.44,Department of Energy,POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45202,1.39,contract,,"TEKPRO SUPPORT SERVICES, LLC",9/26/23,2/27/20,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89303320FEM400146_8900_89303320DEM000034_8900/,-1648.35,619303.3,Department of Energy,ALL OTHER BUSINESS SUPPORT SERVICES
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20706,28.42,contract,,FREDRICK OAK CONSULTING LLC,9/26/23,9/7/23,9/9/24,https://www.usaspending.gov/award/CONT_AWD_89303023CHC000019_8900_-NONE-_-NONE-/,92841.0,1390842.85,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Crestview-Fort Walton Beach-Destin, FL Metro Area",30.594941,-86.358164,SD,32547,19.69,contract,,GLOBAL SUPPLY SOLUTIONS LLC,9/26/23,9/26/23,12/22/23,https://www.usaspending.gov/award/CONT_AWD_89243123PSC000276_8900_-NONE-_-NONE-/,24972.26,24972.26,Department of Energy,OTHER WAREHOUSING AND STORAGE
"Huntington-Ashland, WV-KY-OH Metro Area",38.406577,-82.542646,SD,45661,53.64,contract,,OHIO VALLEY ELECTRIC CORPORATION,9/26/23,4/15/03,1/10/24,https://www.usaspending.gov/award/CONT_AWD_DEAC0503OR22988_8900_-NONE-_-NONE-/,30000.0,205569136.2,Department of Energy,ELECTRIC BULK POWER TRANSMISSION AND CONTROL
"Buffalo-Cheektowaga, NY Metro Area",43.044371,-78.777335,SD,14171,43.26,contract,,"CH2M HILL BWXT WEST VALLEY, LLC",9/26/23,7/1/11,2/28/25,https://www.usaspending.gov/award/CONT_AWD_DEEM0001529_8900_-NONE-_-NONE-/,759508.13,989526588.8,Department of Energy,REMEDIATION SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20171,10.12,contract,,"AFFIGENT, LLC",9/26/23,9/26/23,10/26/23,https://www.usaspending.gov/award/CONT_AWD_89303723FEM400306_8900_NNG15SC59B_8000/,44443.52,44443.52,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Redding, CA Metro Area",40.760514,-122.043556,SD,96003,15.85,contract,,"ROYAL MEDIA NETWORK, INC.",9/26/23,9/26/23,2/27/24,https://www.usaspending.gov/award/CONT_AWD_89503323PWA000302_8900_-NONE-_-NONE-/,77075.0,77075.0,Department of Energy,MOTOR VEHICLE BODY MANUFACTURING
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95626,26.39,contract,,FEDERAL CONTRACTS CORP,9/26/23,9/26/23,1/31/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA400136_8900_GS03F113DA_4732/,2118772.0,2118772.0,Department of Energy,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,"KEYLOGIC SYSTEMS, LLC",9/26/23,2/1/23,1/31/26,https://www.usaspending.gov/award/CONT_AWD_89243323CFE000075_8900_-NONE-_-NONE-/,283667.0,99977483.0,Department of Energy,ENGINEERING SERVICES
"Tulsa, OK Metro Area",36.254442,-96.177298,SD,74103,12.2,contract,,METGREEN SOLUTIONS INC,9/26/23,9/26/23,10/21/23,https://www.usaspending.gov/award/CONT_AWD_89503623FSW400296_8900_NNG15SD37B_8000/,29200.0,29200.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"RSI ENTECH, LLC",9/26/23,10/1/23,11/30/23,https://www.usaspending.gov/award/CONT_AWD_89303323FLM400009_8900_89303020DLM000001_8900/,100000.0,200000.0,Department of Energy,REMEDIATION SERVICES
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,BURHANI ENTERPRISES INC,9/26/23,9/26/23,12/25/23,https://www.usaspending.gov/award/CONT_AWD_89503323FWA400139_8900_47QSHA22D000M_4732/,0.0,39500.0,Department of Energy,HARDWARE MANUFACTURING
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"EDGEWATER FEDERAL SOLUTIONS, INC.",9/26/23,7/1/22,6/30/25,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400412_8900_47QRAD20D1038_4732/,625381.28,29203107.02,Department of Energy,ENGINEERING SERVICES
